raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,VTS,2012/12/1 0:15,2012/12/1 0:30,1,3.2,-73.9697,40.75791,-74.005747,40.731582,13,2.7
1,VTS,2012/12/1 0:24,2012/12/1 0:39,1,3.87,-73.993127,40.753863,-73.948052,40.779467,15,0
2,CMT,2012/12/1 0:27,2012/12/1 0:38,3,1.5,-73.994733,40.718568,-74.00627,40.733567,9,2
3,CMT,2012/12/1 0:39,2012/12/1 1:09,1,13.3,-73.783349,40.648666,-73.980447,40.670567,39.5,8.1
4,VTS,2012/12/1 0:42,2012/12/1 1:13,1,3.23,-73.991998,40.72567,-73.974337,40.685657,21,4.3
5,VTS,2012/12/1 0:45,2012/12/1 0:49,4,0.58,-73.95956,40.771212,-73.966085,40.773992,5,0
6,CMT,2012/12/1 1:23,2012/12/1 1:31,1,1.6,-73.963447,40.774577,-73.981995,40.762652,8,0
7,VTS,2012/12/1 1:56,2012/12/1 2:01,2,1.39,-73.978402,40.728827,-73.974457,40.743327,6,1.3
8,CMT,2012/12/1 2:02,2012/12/1 2:18,1,4,-73.992218,40.740071,-73.987336,40.693499,15.5,0
9,CMT,2012/12/1 2:35,2012/12/1 2:39,1,0.7,-73.993787,40.720115,-73.994234,40.712338,5,0
10,CMT,2012/12/1 2:53,2012/12/1 2:58,1,1.1,-73.982102,40.727781,-73.982199,40.740055,6.5,0
11,VTS,2012/12/1 2:59,2012/12/1 3:06,1,2.59,-73.983337,40.73863,-73.959145,40.767395,9,0
12,VTS,2012/12/1 3:38,2012/12/1 4:15,4,11.64,-73.951595,40.713997,-73.948408,40.828982,36,5
13,VTS,2012/12/1 3:43,2012/12/1 3:49,5,1.57,-73.952857,40.778488,-73.940653,40.794148,7,0
14,VTS,2012/12/1 4:04,2012/12/1 4:11,1,1.87,-73.987495,40.733015,-73.994297,40.75026,8,1.7
15,CMT,2012/12/1 6:41,2012/12/1 6:59,1,9.9,-73.979676,40.723028,-73.872976,40.774295,29,5.9
16,VTS,2012/12/1 6:48,2012/12/1 6:57,2,2.95,-73.993747,40.757068,-74.007353,40.717577,10.5,0
