raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,CMT,2009/4/1 0:41,2009/4/1 0:47,1,2.3,-73.984219,40.761412,-74.003407,40.731871,7.8,0
1,DDS,2009/4/1 1:43,2009/4/1 1:50,2,0.8,-73.988764,40.734826,-73.992625,40.743419,5.3,0
2,CMT,2009/4/1 5:06,2009/4/1 5:12,1,2,-73.982658,40.756701,-74.006239,40.743787,7.4,1.48
3,CMT,2009/4/1 5:12,2009/4/1 6:03,1,0,-73.970672,40.752515,-73.986353,40.739987,2.5,0
4,CMT,2009/4/1 7:15,2009/4/1 7:19,1,1,-73.974042,40.751432,-73.975122,40.741815,4.9,0
5,CMT,2009/4/1 7:50,2009/4/1 7:50,1,0.3,-73.993131,40.736784,-73.996054,40.732725,2.9,0
6,DDS,2009/4/1 9:18,2009/4/1 9:25,1,3.4,-73.987082,40.725104,-74.012334,40.701497,9.3,0
7,CMT,2009/4/1 10:08,2009/4/1 10:16,3,0.7,-73.977573,40.749964,-73.987904,40.750822,5.7,0
8,CMT,2009/4/1 10:17,2009/4/1 10:26,1,1.8,-73.97553,40.761167,-73.955315,40.77687,7.3,0
9,CMT,2009/4/1 11:09,2009/4/1 11:16,1,1.2,-73.955351,40.776922,-73.951915,40.766433,6.1,0
10,CMT,2009/4/1 12:48,2009/4/1 12:53,1,0.7,-73.984797,40.767518,-73.979352,40.76116,4.5,0
11,CMT,2009/4/1 13:13,2009/4/1 13:19,3,1.2,-73.981949,40.769043,-73.976053,40.786277,5.7,0
12,CMT,2009/4/1 13:36,2009/4/1 13:51,1,4.9,-73.965066,40.806707,-73.985023,40.758772,13.7,0
13,CMT,2009/4/1 13:37,2009/4/1 13:56,1,2.9,-73.979916,40.750468,-74.005533,40.741148,12.1,0
14,CMT,2009/4/1 14:06,2009/4/1 14:25,1,10.1,-73.976499,40.75193,-73.885328,40.772913,24.1,0
15,CMT,2009/4/1 14:12,2009/4/1 14:15,1,0.3,-73.973674,40.758595,-73.970118,40.761057,3.7,0
16,CMT,2009/4/1 14:19,2009/4/1 14:32,1,3,-73.984789,40.742859,-73.958318,40.772811,10.1,0
17,CMT,2009/4/1 14:42,2009/4/1 14:46,1,0.8,-74.008195,40.737674,-74.004564,40.747085,4.5,0.67
18,CMT,2009/4/1 15:01,2009/4/1 15:19,2,2.7,-73.983913,40.769928,-73.955002,40.786859,11.3,0
19,VTS,2009/4/1 15:05,2009/4/1 15:26,1,5.73,-73.984582,40.757357,-74.007877,40.706643,17.3,3.46
20,CMT,2009/4/1 15:16,2009/4/1 15:28,2,5.1,-74.015975,40.715025,-73.979603,40.734974,13.3,0
21,CMT,2009/4/1 15:24,2009/4/1 15:53,1,5.5,-74.011843,40.704019,-73.985047,40.75978,18.5,0
22,CMT,2009/4/1 15:33,2009/4/1 15:37,1,0.8,-73.959451,40.771595,-73.958947,40.780192,4.5,0
23,VTS,2009/4/1 15:39,2009/4/1 15:44,1,0.66,-73.988697,40.774003,-73.985165,40.768532,4.1,0.9
24,CMT,2009/4/1 15:40,2009/4/1 15:50,1,1.6,-73.970545,40.756417,-73.98797,40.743936,7.7,1.92
25,VTS,2009/4/1 15:45,2009/4/1 15:57,1,1.95,-73.954512,40.778075,-73.959115,40.759597,8.1,0
26,VTS,2009/4/1 15:53,2009/4/1 15:57,5,0.45,-73.967238,40.76153,-73.961283,40.757995,4.1,0
27,VTS,2009/4/1 16:14,2009/4/1 16:27,1,2.19,-73.974513,40.750627,-73.974588,40.726272,9.3,0
28,VTS,2009/4/1 16:20,2009/4/1 16:22,1,0.39,-73.952892,40.80338,-73.957562,40.80146,3.3,0
29,CMT,2009/4/1 16:35,2009/4/1 16:44,3,1.2,-73.991768,40.750459,-73.984224,40.762015,7.9,0
30,CMT,2009/4/1 16:35,2009/4/1 16:46,1,3,-73.974783,40.759437,-73.973277,40.792763,10.3,0
31,CMT,2009/4/1 16:49,2009/4/1 17:06,1,3.5,-73.991396,40.768814,-74.004012,40.729843,13.1,0
32,VTS,2009/4/1 16:52,2009/4/1 17:03,2,1.49,-73.98481,40.748518,-73.971312,40.764607,7.3,0
33,CMT,2009/4/1 16:55,2009/4/1 17:01,2,1,-73.965909,40.773867,-73.979773,40.772695,5.9,1
34,VTS,2009/4/1 17:25,2009/4/1 17:41,1,2.34,-73.979153,40.787082,-73.995333,40.759737,10.5,0
35,CMT,2009/4/1 17:38,2009/4/1 17:39,1,0.3,-73.999877,40.733114,-73.995266,40.731859,4.3,0
36,VTS,2009/4/1 17:40,2009/4/1 17:45,5,0.61,-73.978935,40.765868,-73.988108,40.765802,4.5,0
37,VTS,2009/4/1 17:54,2009/4/1 18:03,1,1.05,-73.981745,40.762163,-73.98763,40.748015,6.5,0
38,CMT,2009/4/1 18:01,2009/4/1 18:32,1,1.6,-73.972426,40.752467,-73.994221,40.767348,3.5,0
39,CMT,2009/4/1 18:31,2009/4/1 18:42,1,1.8,-73.9513,40.772262,-73.970486,40.78381,8.7,0
40,VTS,2009/4/1 19:06,2009/4/1 19:10,2,0.57,-73.990337,40.734567,-73.98496,40.729117,4.1,0
41,VTS,2009/4/1 19:20,2009/4/1 19:38,1,2.1,-73.974935,40.761867,-74.002727,40.760637,10.9,0
42,CMT,2009/4/1 19:25,2009/4/1 19:35,1,1.5,-74.00624,40.716896,-73.991877,40.734905,8.3,0
43,CMT,2009/4/1 19:27,2009/4/1 19:43,1,3.8,-73.956295,40.771526,-73.914709,40.744449,13.1,0
44,VTS,2009/4/1 19:32,2009/4/1 19:44,2,2.2,-73.974488,40.743292,-73.99916,40.729027,8.5,1
45,DDS,2009/4/1 19:39,2009/4/1 19:44,1,0.8,-74.005749,40.745553,-73.993905,40.743724,4.5,0
46,CMT,2009/4/1 19:51,2009/4/1 20:02,1,1.6,-73.974953,40.761193,-73.977527,40.742715,8.2,1
47,VTS,2009/4/1 20:06,2009/4/1 20:19,3,2.34,-73.984075,40.749048,-73.988152,40.722723,9.3,2
48,DDS,2009/4/1 20:19,2009/4/1 20:42,1,5.7,-73.970737,40.783456,-73.976043,40.72557,16.5,0
49,VTS,2009/4/1 20:49,2009/4/1 21:05,3,3.49,-73.976838,40.753267,-73.978898,40.7892,11.7,0
50,VTS,2009/4/1 20:52,2009/4/1 21:00,2,1.37,-73.978628,40.745193,-73.974708,40.733585,6.1,0
51,CMT,2009/4/1 21:31,2009/4/1 21:41,1,1.8,-73.983925,40.770439,-73.979322,40.752883,8.2,0
52,CMT,2009/4/1 22:03,2009/4/1 22:25,1,5,-73.98142,40.781906,-73.975624,40.728713,16.6,0
53,CMT,2009/4/1 22:11,2009/4/1 22:43,1,14.7,-73.988974,40.729916,-74.06594,40.599577,34.2,0
54,CMT,2009/4/1 22:22,2009/4/1 22:28,1,1,-73.959711,40.798594,-73.947573,40.796472,6.2,0
55,VTS,2009/4/1 22:33,2009/4/1 22:38,2,0.75,-73.983687,40.7424,-73.977513,40.747898,4.5,0
56,VTS,2009/4/1 22:36,2009/4/1 22:46,1,3.67,-74.007523,40.743313,-73.971923,40.784657,10.5,2
57,CMT,2009/4/1 23:06,2009/4/1 23:14,2,1.8,-73.980849,40.782016,-73.965215,40.803477,7.8,0
58,CMT,2009/4/1 23:09,2009/4/1 23:13,1,0.5,-73.988883,40.76099,-73.993642,40.75716,4.6,0
59,CMT,2009/4/1 23:13,2009/4/1 23:32,1,2.6,-73.976802,40.764244,-73.954017,40.770436,12.6,0
60,CMT,2009/4/1 23:14,2009/4/1 23:20,1,0.8,-73.979263,40.740352,-73.991894,40.742571,5.8,2
61,DDS,2009/4/1 23:16,2009/4/1 23:37,1,4.8,-73.99336,40.729499,-73.989925,40.775887,15.3,0
62,CMT,2009/4/1 23:41,2009/4/1 23:51,1,0.6,-74.000938,40.725715,-73.99758,40.719453,7,1.05
63,CMT,2009/4/2 0:10,2009/4/2 0:43,1,10.5,-73.930518,40.679365,-73.92354,40.755803,27.8,0
64,CMT,2009/4/2 0:20,2009/4/2 0:23,1,0.8,-73.982369,40.774623,-73.988032,40.763019,4.6,0
65,CMT,2009/4/2 0:21,2009/4/2 0:26,1,1.4,-73.988782,40.722147,-73.985173,40.738098,6.2,3
66,VTS,2009/4/2 1:13,2009/4/2 1:16,1,0.1,-73.990088,40.721893,-73.988757,40.722423,3.3,0
67,VTS,2009/4/2 1:29,2009/4/2 1:33,5,0.73,-73.962128,40.76036,-73.967917,40.755397,4.5,0
68,CMT,2009/4/2 1:52,2009/4/2 1:59,1,1.3,-73.983707,40.729987,-74.00289,40.72781,6.6,0.66
69,VTS,2009/4/2 2:22,2009/4/2 2:26,1,0.84,-73.971745,40.794552,-73.965572,40.805495,4.5,0
70,CMT,2009/4/2 4:04,2009/4/2 4:09,1,0.9,-73.917791,40.746579,-73.92369,40.753248,5.4,0
71,CMT,2009/4/2 4:05,2009/4/2 4:09,1,0.6,-74.000954,40.725753,-74.006747,40.730383,5,0
72,CMT,2009/4/2 4:47,2009/4/2 4:56,1,2.4,-73.973433,40.755227,-73.953116,40.783353,9,0
73,CMT,2009/4/2 5:42,2009/4/2 5:54,1,5.8,-73.973567,40.763691,-74.005841,40.705975,15.4,2.31
74,CMT,2009/4/2 6:37,2009/4/2 6:41,1,0.9,-73.978093,40.741772,-73.989546,40.735265,4.5,0.9
75,CMT,2009/4/2 6:45,2009/4/2 6:49,1,0.6,-73.97919,40.744724,-73.980186,40.751316,4.1,0
76,VTS,2009/4/2 6:56,2009/4/2 7:02,2,0.77,-73.8852,40.891318,-73.890442,40.882663,4.9,0
77,VTS,2009/4/2 7:46,2009/4/2 7:51,1,0.88,-73.978313,40.753353,-73.974733,40.762982,4.5,0
78,VTS,2009/4/2 8:25,2009/4/2 8:37,2,1.74,-73.954587,40.773888,-73.971115,40.753652,8.1,0
79,CMT,2009/4/2 8:36,2009/4/2 8:51,2,2.2,-73.988822,40.77411,-73.980289,40.753596,9.7,1.94
80,DDS,2009/4/2 8:51,2009/4/2 8:55,1,1,-73.989451,40.758164,-73.977844,40.765644,4.9,0
81,VTS,2009/4/2 8:54,2009/4/2 9:02,1,0.77,-73.988142,40.737782,-73.990987,40.745602,6.1,2
82,CMT,2009/4/2 9:03,2009/4/2 9:24,1,3.7,-73.986252,40.760447,-74.009731,40.734671,13.7,3.42
83,DDS,2009/4/2 9:18,2009/4/2 9:36,1,5.2,-73.910947,40.729696,-73.991607,40.744979,45,0
84,CMT,2009/4/2 9:39,2009/4/2 9:53,4,1.6,-73.984952,40.760951,-73.9726,40.780702,9.3,0
85,VTS,2009/4/2 9:51,2009/4/2 9:58,1,1.04,-73.981707,40.77353,-73.97571,40.762167,5.7,0
86,CMT,2009/4/2 10:04,2009/4/2 10:11,3,1.9,-74.002125,40.709924,-74.01533,40.711287,7.3,0
87,CMT,2009/4/2 10:18,2009/4/2 10:46,1,2.8,-73.990142,40.749277,-73.956103,40.764598,15.7,0
88,CMT,2009/4/2 10:22,2009/4/2 10:32,1,1.1,-73.989296,40.726455,-74.005827,40.726914,6.5,0
89,VTS,2009/4/2 10:45,2009/4/2 10:47,1,0.59,-73.98254,40.764287,-73.987378,40.760805,3.7,0
90,VTS,2009/4/2 11:05,2009/4/2 11:13,1,0.77,-74.00669,40.730212,-73.995088,40.728918,5.7,1.1
91,CMT,2009/4/2 11:40,2009/4/2 11:50,1,1.2,-73.995857,40.732785,-73.985338,40.737309,6.9,0
92,VTS,2009/4/2 11:41,2009/4/2 11:50,1,1.94,-73.982373,40.768157,-73.961317,40.775973,7.7,0
93,VTS,2009/4/2 11:50,2009/4/2 12:02,1,1.28,-73.993153,40.742507,-73.982102,40.758473,7.7,0
94,VTS,2009/4/2 12:01,2009/4/2 12:20,1,2.4,-73.968543,40.786453,-73.977045,40.758712,11.3,0
95,VTS,2009/4/2 12:08,2009/4/2 12:13,1,0.63,-73.987332,40.729268,-73.9922,40.734573,4.5,0
96,DDS,2009/4/2 12:18,2009/4/2 12:31,1,1.6,-73.991796,40.755437,-74.00139,40.750289,8.1,1.6
97,VTS,2009/4/2 12:29,2009/4/2 12:40,2,2.04,-73.972833,40.78555,-73.96655,40.764288,8.1,0
98,DDS,2009/4/2 12:46,2009/4/2 12:51,1,0.9,-73.982108,40.764908,-73.991631,40.758899,4.9,0
99,DDS,2009/4/2 13:34,2009/4/2 13:36,3,0.3,-73.957329,40.777357,-73.95624,40.773877,3.3,0
100,CMT,2009/4/2 13:42,2009/4/2 13:49,1,1.1,-73.977306,40.750339,-73.988913,40.739634,6.1,0
101,CMT,2009/4/2 13:43,2009/4/2 13:59,1,4.3,-73.950704,40.771188,-73.982597,40.733368,13.7,0
102,VTS,2009/4/2 13:48,2009/4/2 14:03,2,2.35,-73.98275,40.763517,-73.958318,40.781475,10.1,0
103,CMT,2009/4/2 13:50,2009/4/2 13:53,1,0.5,-73.996582,40.742905,-74.001553,40.737434,3.7,0
104,VTS,2009/4/2 14:17,2009/4/2 15:05,1,19.45,-73.997122,40.714295,-73.78876,40.641483,45,0
