raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,VTS,2014/8/1 0:54,2014/8/1 1:01,1,2.33,-73.971552,40.751265,-73.989147,40.722997,9,2
1,CMT,2014/8/1 1:01,2014/8/1 1:06,3,1.3,-73.985601,40.758718,-73.991386,40.742999,6,1.4
2,CMT,2014/8/1 1:07,2014/8/1 1:15,1,1.2,-74.00168,40.737682,-73.997011,40.727053,6.5,0
3,CMT,2014/8/1 1:11,2014/8/1 1:19,1,1.8,-73.989065,40.734084,-73.97775,40.716315,8.5,1.9
4,CMT,2014/8/1 1:13,2014/8/1 1:16,1,0.3,-74.005428,40.741889,-74.006481,40.744491,3.5,0
5,VTS,2014/8/1 1:43,2014/8/1 1:50,1,1.66,-73.972958,40.785098,-73.97013,40.797115,7,0
6,CMT,2014/8/1 2:17,2014/8/1 2:22,1,1.2,-73.983297,40.756223,-73.987894,40.743673,6.5,0
7,CMT,2014/8/1 2:59,2014/8/1 3:12,1,8.7,-73.986666,40.766662,-73.926397,40.86244,25,0
8,VTS,2014/8/1 3:36,2014/8/1 3:45,2,2.47,-73.983952,40.746117,-73.987733,40.719512,9.5,0
9,VTS,2014/8/1 4:12,2014/8/1 4:22,3,1.79,-73.98124,40.74112,-73.96252,40.75718,9.5,1.5
10,CMT,2014/8/1 7:20,2014/8/1 7:39,1,2.7,-73.961244,40.771167,-73.988148,40.747047,14,0
11,CMT,2014/8/1 7:39,2014/8/1 7:48,1,1.8,-74.00301,40.731273,-74.01043,40.708545,8.5,1.5
12,CMT,2014/8/1 7:39,2014/8/1 7:51,1,2,-73.953418,40.775341,-73.97682,40.759191,10.5,2.75
13,VTS,2014/8/1 7:52,2014/8/1 7:59,5,1.96,-73.95502,40.820237,-73.973512,40.798937,8,0
14,CMT,2014/8/1 8:25,2014/8/1 8:29,1,0.7,-73.970607,40.76732,-73.976808,40.758432,5,1
15,VTS,2014/8/1 8:36,2014/8/1 8:49,1,1.61,-73.978302,40.752427,-73.998677,40.763847,9.5,0
16,VTS,2014/8/1 8:40,2014/8/1 8:45,1,0.96,-73.949537,40.776675,-73.954572,40.76573,5.5,1.38
17,CMT,2014/8/1 8:47,2014/8/1 8:57,1,0.6,-73.991882,40.750002,-73.983955,40.75465,7,0.1
18,CMT,2014/8/1 9:00,2014/8/1 9:05,1,0.9,-73.986645,40.756864,-74.000663,40.761893,5.5,0
19,CMT,2014/8/1 9:10,2014/8/1 9:32,1,2.6,-73.982434,40.75186,-73.995207,40.721591,15.5,0
20,VTS,2014/8/1 9:29,2014/8/1 9:44,1,1.24,-73.976667,40.761592,-73.99035,40.759992,10,0
21,VTS,2014/8/1 9:50,2014/8/1 9:57,1,0.54,-73.959422,40.772762,-73.951187,40.770887,5.5,1.1
22,CMT,2014/8/1 10:01,2014/8/1 10:24,1,1.8,-73.977049,40.747184,-73.980829,40.76578,14.5,1
23,VTS,2014/8/1 10:06,2014/8/1 10:16,1,2.34,-73.956405,40.784177,-73.982503,40.77459,9.5,1
24,VTS,2014/8/1 10:35,2014/8/1 10:40,1,0.66,-73.968738,40.76319,-73.974207,40.755555,5.5,0
25,CMT,2014/8/1 10:42,2014/8/1 11:05,1,3.8,-73.978781,40.761952,-73.943123,40.746636,18,3.7
26,CMT,2014/8/1 10:42,2014/8/1 10:55,2,1.7,-73.958982,40.780681,-73.953391,40.764996,9.5,1.5
27,CMT,2014/8/1 11:03,2014/8/1 11:15,1,2.2,-73.987464,40.760404,-74.00945,40.746314,11,0
28,VTS,2014/8/1 11:10,2014/8/1 11:18,1,1.55,-73.980047,40.744212,-73.994835,40.727557,8,1.6
29,VTS,2014/8/1 11:19,2014/8/1 11:24,5,0.94,-73.98564,40.74137,-73.99225,40.73466,5.5,0
30,CMT,2014/8/1 11:19,2014/8/1 11:38,1,2.8,-73.979131,40.744322,-73.957741,40.772778,14,3.62
31,CMT,2014/8/1 11:35,2014/8/1 11:39,1,0.4,-73.968375,40.7997,-73.972917,40.795192,4.5,1.25
32,CMT,2014/8/1 11:43,2014/8/1 12:11,1,2.5,-73.97396,40.750498,-73.991947,40.748987,18,3.7
33,CMT,2014/8/1 11:53,2014/8/1 11:57,1,0.5,-73.969642,40.760073,-73.975138,40.753326,5,0
34,VTS,2014/8/1 12:09,2014/8/1 12:21,5,1.3,-73.97377,40.76387,-73.95544,40.76436,8.5,1.7
35,CMT,2014/8/1 12:46,2014/8/1 12:47,1,0.7,-73.949227,40.797144,-73.949229,40.797142,15,0
36,VTS,2014/8/1 13:02,2014/8/1 13:19,1,1.97,-73.993982,40.751382,-73.97073,40.762737,12.5,2.5
37,VTS,2014/8/1 14:15,2014/8/1 14:24,1,2.83,-73.952002,40.769322,-73.976718,40.739262,10.5,1.5
38,CMT,2014/8/1 14:22,2014/8/1 14:23,1,0.1,-73.782285,40.644573,-73.780393,40.645363,3,0
39,CMT,2014/8/1 14:23,2014/8/1 14:34,2,2,-73.988863,40.693248,-73.993069,40.714149,11,2.87
40,VTS,2014/8/1 14:43,2014/8/1 14:47,1,0.55,-73.954137,40.778927,-73.951735,40.774565,4.5,0
41,CMT,2014/8/1 14:51,2014/8/1 15:01,1,1.7,-73.975488,40.750799,-73.97485,40.729892,9,0
42,CMT,2014/8/1 15:07,2014/8/1 15:07,1,2.4,-74.006294,40.744713,-74.006293,40.744713,2.5,0
43,VTS,2014/8/1 15:08,2014/8/1 15:26,1,2.07,-73.97098,40.760922,-73.988987,40.744432,12.5,2.5
44,VTS,2014/8/1 15:17,2014/8/1 15:35,1,3.53,-74.0013,40.762577,-73.962268,40.778125,15.5,0
45,VTS,2014/8/1 15:37,2014/8/1 16:00,1,6.65,-73.974515,40.755887,-74.015957,40.711092,23,4.6
46,CMT,2014/8/1 15:59,2014/8/1 16:21,1,2,-73.98269,40.741927,-73.983812,40.763645,14,3.1
47,CMT,2014/8/1 16:01,2014/8/1 16:11,1,1.8,-73.970048,40.756901,-73.953168,40.780027,9.5,1
48,CMT,2014/8/1 16:06,2014/8/1 16:39,1,9,-73.958624,40.781151,-73.861664,40.768319,31,0
49,VTS,2014/8/1 16:14,2014/8/1 16:26,5,3.35,-73.996267,40.753582,-73.979048,40.789527,12.5,0
50,VTS,2014/8/1 16:44,2014/8/1 16:54,1,2.55,-73.974492,40.762487,-73.945242,40.780277,10.5,0
51,CMT,2014/8/1 17:02,2014/8/1 18:01,2,18.2,-74.005536,40.736824,-73.790221,40.646824,52,11.55
52,CMT,2014/8/1 17:06,2014/8/1 17:10,1,0.4,-74.000138,40.742926,-73.993102,40.742276,4.5,0
53,VTS,2014/8/1 17:19,2014/8/1 17:24,1,1.34,-73.970832,40.751767,-73.982552,40.735452,6,1
54,CMT,2014/8/1 17:56,2014/8/1 18:04,1,0.6,-73.998329,40.732211,-74.003036,40.724368,6.5,1
55,CMT,2014/8/1 18:26,2014/8/1 18:30,1,0.9,-73.953715,40.767289,-73.948717,40.773949,5,1.3
56,VTS,2014/8/1 18:30,2014/8/1 18:56,1,5.68,-73.78713,40.644105,-73.80319,40.677917,21.5,0
57,CMT,2014/8/1 18:35,2014/8/1 18:53,2,3.4,-73.99638,40.723948,-73.972764,40.764564,14.5,0
58,VTS,2014/8/1 18:40,2014/8/1 18:44,2,0.76,-73.98011,40.78295,-73.98111,40.77462,4.5,0
59,CMT,2014/8/1 19:06,2014/8/1 19:25,1,3,-73.991823,40.758956,-73.957522,40.770101,14.5,1
60,CMT,2014/8/1 19:06,2014/8/1 19:35,3,4.9,-73.98664,40.737071,-73.965665,40.686875,21,4.5
61,CMT,2014/8/1 19:09,2014/8/1 19:18,1,2.9,-74.006938,40.743945,-73.988148,40.779203,10,2.3
62,CMT,2014/8/1 19:16,2014/8/1 19:28,1,1.6,-73.988703,40.758476,-73.99952,40.738591,9.5,1
63,CMT,2014/8/1 19:21,2014/8/1 19:50,1,10.4,-73.985514,40.721857,-73.864703,40.770253,33,6.9
64,CMT,2014/8/1 19:46,2014/8/1 19:58,1,2,-73.99196,40.726036,-73.976634,40.75178,10,0
65,VTS,2014/8/1 20:04,2014/8/1 20:32,6,8.64,-73.870905,40.773807,-73.98722,40.748685,29,8.71
66,CMT,2014/8/1 20:30,2014/8/1 20:39,1,0.7,-73.986768,40.746782,-73.987556,40.744949,7,1
67,VTS,2014/8/1 20:37,2014/8/1 20:43,5,1.03,-73.99017,40.719345,-73.98429,40.732157,6,0
68,CMT,2014/8/1 21:06,2014/8/1 21:14,1,2.1,-73.968149,40.762261,-73.986419,40.737264,8.5,0
69,CMT,2014/8/1 21:19,2014/8/1 21:27,1,1,-74.002681,40.760706,-73.986391,40.757717,7.5,0
70,VTS,2014/8/1 21:37,2014/8/1 21:54,5,5.24,-73.99573,40.71359,-73.982027,40.757702,18,0
71,CMT,2014/8/1 21:46,2014/8/1 22:15,1,6.6,-74.003914,40.729894,-73.942828,40.794187,24.5,0
72,VTS,2014/8/1 22:13,2014/8/1 22:17,1,1.09,-73.961955,40.770857,-73.9542,40.781432,5.5,0
73,CMT,2014/8/1 22:21,2014/8/1 22:32,1,2.7,-73.972953,40.793308,-73.954077,40.767191,11.5,0
74,VTS,2014/8/1 22:28,2014/8/1 22:41,1,1.93,-73.990395,40.746027,-73.968038,40.755772,10.5,0
75,CMT,2014/8/1 22:39,2014/8/1 22:47,2,1.9,-73.999737,40.7333,-74.013605,40.716417,8.5,1.9
76,CMT,2014/8/1 22:43,2014/8/1 23:33,1,8.9,-73.975665,40.748889,-74.087118,40.721672,60,0
77,CMT,2014/8/1 22:47,2014/8/1 22:59,1,2.5,-73.973179,40.763483,-73.981172,40.733952,10.5,0
78,CMT,2014/8/1 23:05,2014/8/1 23:17,1,3.1,-73.982425,40.756951,-73.950193,40.789436,12,0
79,VTS,2014/8/1 23:08,2014/8/1 23:36,3,10.37,-73.955737,40.763822,-73.957885,40.668775,32,0
80,CMT,2014/8/1 23:24,2014/8/1 23:32,1,1.4,-73.985465,40.747301,-73.984341,40.732046,7,1
81,VTS,2014/8/1 23:36,2014/8/1 23:43,2,0.97,-74.00392,40.74216,-74.00258,40.75002,6.5,1.4
82,VTS,2014/8/1 23:38,2014/8/1 23:46,1,1.89,-73.987682,40.722792,-73.976725,40.745257,8.5,1
83,CMT,2014/8/1 23:52,2014/8/1 23:56,1,0.4,-73.989008,40.75826,-73.991239,40.760217,4,0
84,CMT,2014/8/2 0:18,2014/8/2 0:20,1,0.6,-73.980749,40.737922,-73.986579,40.730486,4,1
85,VTS,2014/8/2 0:19,2014/8/2 0:32,1,4.35,-73.95527,40.80457,-73.973032,40.75657,14.5,0
86,CMT,2014/8/2 0:49,2014/8/2 0:55,1,0.8,-73.988398,40.764272,-73.997568,40.761661,5.5,1.3
87,VTS,2014/8/2 0:55,2014/8/2 1:08,1,1.77,-73.979455,40.745482,-74.004102,40.742682,10,2
88,CMT,2014/8/2 1:10,2014/8/2 1:18,1,1.6,-73.984007,40.732006,-73.988677,40.748633,8,0
89,CMT,2014/8/2 1:21,2014/8/2 1:37,1,6.1,-73.782279,40.644536,-73.740636,40.694262,20,0
90,VTS,2014/8/2 1:25,2014/8/2 1:34,5,2.31,-73.994792,40.76567,-74.008252,40.736547,9.5,1
91,CMT,2014/8/2 2:41,2014/8/2 2:57,1,3.2,-73.987635,40.72274,-73.997802,40.756757,14,0
92,VTS,2014/8/2 2:42,2014/8/2 2:45,6,0.76,-73.987578,40.719692,-73.981382,40.728927,5,1.1
93,VTS,2014/8/2 2:44,2014/8/2 2:52,1,1.73,-73.98512,40.738822,-73.993625,40.718027,8,1.7
94,VTS,2014/8/2 2:56,2014/8/2 2:59,1,0.59,-73.989743,40.725492,-73.986872,40.729702,4,0.9
95,VTS,2014/8/2 3:20,2014/8/2 3:31,6,3.16,-74.005647,40.750922,-74.017017,40.707837,12.5,2.6
96,CMT,2014/8/2 3:44,2014/8/2 3:51,1,2.3,-73.98447,40.768089,-73.952485,40.768602,9.5,0
97,CMT,2014/8/2 5:47,2014/8/2 5:48,1,0.5,-74.001451,40.730909,-73.996912,40.737138,3.5,1.1
98,CMT,2014/8/2 7:18,2014/8/2 7:46,1,10.2,-73.978091,40.762643,-73.88533,40.773032,32,0
99,VTS,2014/8/2 8:19,2014/8/2 8:29,2,2.87,-73.989105,40.718977,-73.97612,40.751982,11,2.2
100,VTS,2014/8/2 8:43,2014/8/2 8:48,1,1.67,-73.96418,40.79254,-73.98104,40.77423,6.5,0
101,CMT,2014/8/2 8:54,2014/8/2 9:00,1,1.2,-73.905582,40.745488,-73.918369,40.758795,7,0
102,VTS,2014/8/2 9:50,2014/8/2 9:55,1,1.14,-73.974845,40.742015,-73.985715,40.735362,6,1
103,VTS,2014/8/2 10:20,2014/8/2 10:40,1,2.46,-73.96628,40.76486,-73.988265,40.734642,14,2.8
104,CMT,2014/8/2 10:45,2014/8/2 11:03,1,7.4,-73.850683,40.725569,-73.833771,40.672984,22.5,2
105,CMT,2014/8/2 11:05,2014/8/2 11:27,1,7.7,-73.993507,40.700194,-73.973572,40.764731,25.5,0
106,VTS,2014/8/2 11:58,2014/8/2 12:06,1,2.35,-73.97197,40.791745,-73.954865,40.820002,9.5,1
107,CMT,2014/8/2 12:01,2014/8/2 12:08,1,1.3,-73.980145,40.754867,-73.991827,40.738352,6.5,0
108,VTS,2014/8/2 12:11,2014/8/2 12:23,2,3.03,-73.978367,40.7456,-73.947605,40.776062,12,0
109,VTS,2014/8/2 12:21,2014/8/2 12:38,1,2.68,-73.968073,40.762712,-73.986543,40.730085,13.5,4.05
110,VTS,2014/8/2 12:46,2014/8/2 12:57,1,2.38,-73.973968,40.743072,-73.952095,40.773147,10.5,1
111,CMT,2014/8/2 13:06,2014/8/2 13:13,1,1.3,-73.967347,40.756454,-73.979116,40.74029,7,0
112,CMT,2014/8/2 13:20,2014/8/2 13:38,1,2.6,-74.003002,40.72708,-73.988289,40.75921,13,0
