raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,VTS,2009/3/1 0:23,2009/3/1 0:32,1,1.49,-73.975932,40.745242,-73.99132,40.73228,6.9,0
1,VTS,2009/3/1 0:33,2009/3/1 0:46,1,5.02,-73.958227,40.717377,-73.964765,40.76413,13.7,0
2,VTS,2009/3/1 0:40,2009/3/1 0:51,2,2.84,-73.963065,40.75826,-73.968307,40.786643,9.7,0
3,VTS,2009/3/1 0:41,2009/3/1 0:48,2,2.01,-73.972483,40.781167,-73.963443,40.77097,7.3,0
4,VTS,2009/3/1 0:48,2009/3/1 1:01,2,2.62,-73.978052,40.725212,-73.968085,40.755415,10.1,0
5,VTS,2009/3/1 0:50,2009/3/1 0:54,2,0.86,-73.992935,40.748698,-73.996305,40.738835,4.1,0
6,CMT,2009/3/1 0:50,2009/3/1 0:56,1,1.3,-74.004498,40.716182,-73.991553,40.722455,6.2,0.93
7,VTS,2009/3/1 1:02,2009/3/1 1:08,4,1.14,-74.005857,40.736573,-74.002978,40.72341,5.3,0
8,VTS,2009/3/1 1:11,2009/3/1 1:24,2,4.56,-73.99022,40.731977,-73.951887,40.781797,12.1,0
9,VTS,2009/3/1 1:12,2009/3/1 1:43,1,12.42,-73.974933,40.679917,-73.969662,40.802192,30.9,0
10,CMT,2009/3/1 1:14,2009/3/1 1:24,2,2.2,-74.007704,40.742604,-73.994107,40.724523,7.8,0
11,VTS,2009/3/1 1:26,2009/3/1 1:36,1,1.38,-73.98426,40.725587,-73.986772,40.739493,6.9,0
12,CMT,2009/3/1 1:26,2009/3/1 1:33,2,2,-73.988338,40.731185,-73.9699,40.753626,7.4,0
13,VTS,2009/3/1 1:33,2009/3/1 1:46,5,6.06,-73.942968,40.816542,-73.972615,40.756115,16.1,0
