raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,VTS,2011/10/1 0:21,2011/10/1 0:26,1,0.82,-73.925472,40.762048,-73.93504,40.76946,4.9,0
1,CMT,2011/10/1 0:29,2011/10/1 0:41,0,2.6,-73.9986,40.7199,-73.9905,40.7462,9.3,2.21
2,VTS,2011/10/1 0:51,2011/10/1 0:53,1,0.15,-74.00278,40.718333,-74.005093,40.719203,2.9,3
3,CMT,2011/10/1 1:04,2011/10/1 1:24,1,7.5,-73.999129,40.744319,-73.946229,40.823174,19.7,9.3
4,VTS,2011/10/1 1:05,2011/10/1 1:11,2,1.07,-73.982545,40.761857,-73.976508,40.752372,4.9,0
5,VTS,2011/10/1 1:40,2011/10/1 2:08,5,10.31,-73.988632,40.722595,-73.922975,40.757645,26.1,5.32
6,VTS,2011/10/1 1:52,2011/10/1 2:00,5,1.11,-73.91545,40.760535,-73.915672,40.764272,6.1,0
7,VTS,2011/10/1 2:07,2011/10/1 2:17,2,1.53,-74.005727,40.726225,-73.988832,40.720807,7.3,0
8,VTS,2011/10/1 2:11,2011/10/1 2:21,1,0.18,-73.988922,40.73159,-73.991385,40.750237,7.7,0
9,CMT,2011/10/1 2:17,2011/10/1 2:25,1,1.3,-73.991152,40.717459,-73.978303,40.729033,6.1,0.9
10,CMT,2011/10/1 2:26,2011/10/1 2:37,1,1.4,-74.007328,40.741341,-73.99749,40.733532,6.9,2
11,VTS,2011/10/1 2:28,2011/10/1 2:39,5,3.06,-73.981105,40.74483,-73.960792,40.775352,9.7,1.8
12,VTS,2011/10/1 2:32,2011/10/1 2:52,1,7.86,-74.011548,40.70354,-73.955052,40.769463,20.1,3
13,CMT,2011/10/1 2:47,2011/10/1 3:07,1,7.5,-73.968338,40.754994,-73.949943,40.823674,19.3,0
14,CMT,2011/10/1 2:54,2011/10/1 2:56,2,0.5,-73.990583,40.728265,-73.985826,40.735196,3.7,0
15,CMT,2011/10/1 3:05,2011/10/1 3:11,1,2,-73.998391,40.764292,-74.006396,40.741332,7.3,0
16,VTS,2011/10/1 3:36,2011/10/1 3:43,1,1.63,-73.990725,40.730437,-73.977997,40.74886,6.5,1.5
17,VTS,2011/10/1 3:48,2011/10/1 3:57,1,1.65,-74.000855,40.719543,-73.988488,40.710357,6.9,1
18,VTS,2011/10/1 4:14,2011/10/1 4:24,2,2.84,-73.991555,40.73513,-73.990867,40.765043,8.9,0
19,CMT,2011/10/1 4:47,2011/10/1 4:55,2,2.9,-74.004936,40.709142,-73.985892,40.719415,8.9,0
20,VTS,2011/10/1 7:10,2011/10/1 7:11,1,0.22,-73.973612,40.761972,-73.975647,40.763802,2.9,0
21,CMT,2011/10/1 7:34,2011/10/1 7:39,1,1.4,-73.972385,40.74498,-73.987413,40.735991,5.7,0
22,CMT,2011/10/1 8:10,2011/10/1 8:26,1,3.8,-73.990835,40.736606,-73.988449,40.778645,12.5,0
23,CMT,2011/10/1 9:39,2011/10/1 9:41,1,0.4,-73.98389,40.746609,-73.979029,40.749906,3.7,0
24,VTS,2011/10/1 10:18,2011/10/1 10:23,1,0.96,-73.97854,40.747538,-73.968077,40.757527,4.9,0
25,CMT,2011/10/1 10:25,2011/10/1 10:32,2,1.1,-73.990823,40.759139,-73.994494,40.750358,5.7,0
26,VTS,2011/10/1 10:43,2011/10/1 10:54,1,2.54,-73.99753,40.73651,-73.971547,40.7621,8.9,1.6
27,CMT,2011/10/1 10:50,2011/10/1 11:09,1,3.7,-73.967003,40.763832,-73.994319,40.719352,13.7,0
28,CMT,2011/10/1 11:21,2011/10/1 11:28,1,1.8,-73.974428,40.754772,-73.96367,40.774286,6.5,0
29,VTS,2011/10/1 11:29,2011/10/1 11:34,2,1.06,-73.9851,40.759537,-73.978922,40.749,4.9,0
30,VTS,2011/10/1 11:33,2011/10/1 11:40,1,2.02,-73.943467,40.796517,-73.943262,40.813285,7.3,1
31,VTS,2011/10/1 11:51,2011/10/1 12:00,3,1.55,-73.981932,40.780582,-73.981932,40.780582,7.3,1
32,VTS,2011/10/1 11:54,2011/10/1 12:09,1,3.2,-73.993752,40.756218,-73.955597,40.776592,10.9,2
33,CMT,2011/10/1 12:17,2011/10/1 12:28,2,3,-73.985215,40.753695,-73.951168,40.779517,10.1,2.12
34,CMT,2011/10/1 12:19,2011/10/1 12:36,1,1.2,-74.003719,40.725519,-73.990324,40.718444,10.1,0
35,VTS,2011/10/1 12:27,2011/10/1 12:31,1,1.04,-73.968565,40.760735,-73.97817,40.747555,4.9,0
36,CMT,2011/10/1 12:35,2011/10/1 12:55,1,3.5,-73.9766,40.7882,-73.9851,40.7474,13.3,2.75
37,VTS,2011/10/1 12:58,2011/10/1 13:07,1,1.45,-73.958265,40.780715,-73.983337,40.754542,6.9,0
38,CMT,2011/10/1 13:02,2011/10/1 13:04,1,1,-73.969237,40.766608,-73.961188,40.779497,4.5,1
39,VTS,2011/10/1 13:45,2011/10/1 13:48,1,0.72,-73.966545,40.76517,-73.972228,40.754665,4.1,0
40,CMT,2011/10/1 14:03,2011/10/1 14:15,1,1,-73.972581,40.743586,-73.986823,40.742151,7.7,1
41,CMT,2011/10/1 14:12,2011/10/1 14:36,3,5.9,-73.966632,40.804318,-73.998079,40.740859,18.1,0
42,VTS,2011/10/1 14:14,2011/10/1 14:27,1,1.55,-73.970688,40.75754,-73.977718,40.77438,8.5,1
43,CMT,2011/10/1 14:42,2011/10/1 14:57,2,1.4,-73.979146,40.767126,-73.990486,40.747589,9.3,2
44,VTS,2011/10/1 14:49,2011/10/1 15:06,1,0.88,-73.995708,40.71629,-73.98859,40.724097,9.3,2
45,VTS,2011/10/1 15:00,2011/10/1 15:15,5,1.44,-73.998202,40.735182,-73.99373,40.751812,8.9,2
46,VTS,2011/10/1 15:24,2011/10/1 15:34,1,3.35,-73.947648,40.775118,-73.975065,40.734775,9.7,0
47,VTS,2011/10/1 15:28,2011/10/1 15:31,1,0.75,-73.960607,40.775472,-73.954947,40.768987,4.5,0
48,CMT,2011/10/1 15:42,2011/10/1 15:53,1,1.1,-73.993485,40.720574,-73.982923,40.731408,7.3,1
49,CMT,2011/10/1 15:47,2011/10/1 15:52,3,0.8,-73.988615,40.749358,-73.983896,40.755135,4.9,0
50,VTS,2011/10/1 16:04,2011/10/1 16:25,1,3.29,-73.953642,40.774598,-73.986473,40.729715,12.9,2
51,VTS,2011/10/1 16:16,2011/10/1 16:23,1,1.32,-73.969302,40.785213,-73.981638,40.771992,6.1,0
52,VTS,2011/10/1 16:32,2011/10/1 16:44,1,2.69,-73.948105,40.745958,-73.951373,40.712328,9.7,0
53,VTS,2011/10/1 16:41,2011/10/1 16:50,3,1.17,-74.00078,40.73188,-73.988025,40.73773,6.5,0
54,VTS,2011/10/1 17:04,2011/10/1 17:12,3,0.95,-73.97105,40.795932,-73.968027,40.787047,6.1,1.25
55,VTS,2011/10/1 17:21,2011/10/1 17:26,1,1.4,-73.883703,40.882873,-73.888697,40.887868,5.7,0
56,VTS,2011/10/1 17:37,2011/10/1 17:44,1,1.45,-73.991848,40.759392,-74.005357,40.741027,6.5,0
57,VTS,2011/10/1 17:38,2011/10/1 17:52,2,2.04,-73.998583,40.738992,-73.983055,40.73474,8.9,0
58,VTS,2011/10/1 17:44,2011/10/1 18:12,1,3.86,-73.95234,40.783797,-73.994498,40.750408,16.1,0
59,CMT,2011/10/1 18:02,2011/10/1 18:27,3,4.5,-74.00546,40.725605,-73.97269,40.78062,15.3,4.74
60,VTS,2011/10/1 18:07,2011/10/1 18:59,1,5.11,-74.002087,40.740227,-73.987612,40.701157,25.7,7
61,VTS,2011/10/1 18:43,2011/10/1 19:04,1,3.98,-73.969447,40.759232,-73.919682,40.764978,14.1,3
62,CMT,2011/10/1 18:45,2011/10/1 18:49,1,1,-74.005828,40.736476,-73.994798,40.746302,4.9,0.5
63,VTS,2011/10/1 18:48,2011/10/1 18:53,4,0.86,-73.986987,40.76131,-73.975902,40.765437,4.5,0
64,VTS,2011/10/1 18:55,2011/10/1 19:04,5,1.19,-73.988217,40.734755,-74.003175,40.726912,6.5,0
65,VTS,2011/10/1 19:04,2011/10/1 19:08,5,0.89,-73.951357,40.778112,-73.956463,40.767943,4.5,0
66,VTS,2011/10/1 19:06,2011/10/1 19:18,5,1.42,-73.939128,40.805183,-73.960883,40.81176,7.3,0
67,VTS,2011/10/1 19:24,2011/10/1 19:30,1,0.86,-73.985918,40.766415,-73.989557,40.757123,5.3,0
68,VTS,2011/10/1 19:24,2011/10/1 19:40,2,3.61,-73.971707,40.79471,-73.940753,40.824873,12.1,0
