raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,CMT,2012/5/1 0:04,2012/5/1 0:22,1,12.2,-73.776533,40.645173,-73.883769,40.74737,27.3,0
1,CMT,2012/5/1 0:05,2012/5/1 0:17,1,6,-73.949578,40.80944,-73.908956,40.754295,15.7,2
2,CMT,2012/5/1 0:32,2012/5/1 0:39,1,2.7,-73.987344,40.719768,-73.941156,40.711874,8.9,1.98
3,CMT,2012/5/1 1:07,2012/5/1 1:20,1,5,-73.951259,40.714038,-73.986634,40.669301,14.1,0
4,CMT,2012/5/1 5:37,2012/5/1 5:49,1,3.2,-73.984868,40.728052,-73.995053,40.760065,10.5,2.3
5,CMT,2012/5/1 6:04,2012/5/1 6:06,1,0.4,-74.005968,40.71697,-74.00992,40.720855,3.3,0
6,CMT,2012/5/1 6:41,2012/5/1 6:54,1,3.8,-74.01393,40.717764,-73.984433,40.76006,11.3,1.5
7,VTS,2012/5/1 6:45,2012/5/1 6:46,1,0.5,-73.990133,40.757127,-73.986585,40.76147,3.3,0.82
8,CMT,2012/5/1 6:51,2012/5/1 6:58,1,2,-73.957123,40.802112,-73.957213,40.780168,7.3,0
9,CMT,2012/5/1 6:59,2012/5/1 7:14,1,2.6,-73.970424,40.788953,-73.972901,40.758735,10.1,0
10,CMT,2012/5/1 7:22,2012/5/1 7:35,1,6.6,-73.964535,40.758179,-74.013049,40.702826,16.1,4
11,CMT,2012/5/1 7:38,2012/5/1 7:47,1,1.9,-73.995062,40.760159,-73.969418,40.761824,7.3,1.2
12,CMT,2012/5/1 7:53,2012/5/1 8:00,1,0.9,-73.953123,40.791503,-73.965191,40.790786,5.7,0
13,VTS,2012/5/1 8:18,2012/5/1 8:22,1,0.98,-73.995722,40.732867,-73.991287,40.739905,4.9,0
14,CMT,2012/5/1 8:38,2012/5/1 9:08,1,6.2,-74.016131,40.711285,-73.973212,40.754735,19.7,0
15,VTS,2012/5/1 8:40,2012/5/1 8:48,1,1.91,-73.980885,40.747828,-73.997823,40.724193,6.9,0
16,VTS,2012/5/1 8:41,2012/5/1 9:43,1,22.57,-73.788525,40.647402,-73.90731,40.877722,53.3,10.66
17,VTS,2012/5/1 8:53,2012/5/1 8:59,1,1.16,-73.990965,40.7348,-73.976875,40.725588,5.7,0
18,CMT,2012/5/1 9:08,2012/5/1 9:15,3,1.7,-74.014737,40.714083,-74.006545,40.706641,6.9,1.85
19,CMT,2012/5/1 9:12,2012/5/1 9:20,1,1.3,-74.001703,40.746039,-73.982986,40.736328,6.5,0
20,CMT,2012/5/1 9:16,2012/5/1 9:22,1,1.1,-74.008267,40.736376,-73.990945,40.736666,5.3,1.16
21,VTS,2012/5/1 9:17,2012/5/1 10:08,1,10.8,-73.871145,40.773882,-73.978787,40.764498,31.3,0
22,CMT,2012/5/1 9:18,2012/5/1 9:43,1,4.2,-73.971219,40.761784,-74.009829,40.721957,15.7,3.24
23,VTS,2012/5/1 9:35,2012/5/1 9:42,1,1.76,-73.960745,40.7754,-73.974865,40.790435,6.9,0
24,VTS,2012/5/1 9:42,2012/5/1 9:46,1,0.63,-73.995052,40.74491,-73.992187,40.739867,4.1,1.5
25,CMT,2012/5/1 9:48,2012/5/1 9:51,1,0.1,-73.968952,40.761027,-73.970634,40.761578,3.3,0
26,VTS,2012/5/1 9:55,2012/5/1 10:02,1,0.71,-73.968167,40.767177,-73.971325,40.75934,5.3,0
27,VTS,2012/5/1 10:16,2012/5/1 10:31,1,1.72,-73.952872,40.766345,-73.968198,40.751288,9.3,1.5
28,CMT,2012/5/1 10:21,2012/5/1 10:30,1,1,-73.982687,40.748024,-73.973473,40.76083,6.5,1.4
29,CMT,2012/5/1 10:26,2012/5/1 10:45,1,3.6,-73.989765,40.757038,-73.952659,40.78957,12.5,3.3
30,VTS,2012/5/1 10:28,2012/5/1 10:57,1,17.72,-73.99979,40.720285,-73.787985,40.647457,45,0
31,VTS,2012/5/1 10:38,2012/5/1 11:19,1,4.33,-73.950605,40.786062,-73.99255,40.737517,20.5,4.1
32,VTS,2012/5/1 10:43,2012/5/1 10:58,2,1.21,-73.988972,40.758587,-73.994013,40.746235,8.5,1.7
33,CMT,2012/5/1 10:56,2012/5/1 11:07,1,1.5,-73.985481,40.762941,-73.978399,40.783017,7.7,0
34,VTS,2012/5/1 10:59,2012/5/1 11:13,6,2.37,-74.010722,40.709117,-74.005962,40.740432,9.7,1
35,CMT,2012/5/1 11:41,2012/5/1 11:48,1,1,-73.982061,40.77103,-73.978769,40.785241,6.1,0
36,CMT,2012/5/1 12:16,2012/5/1 12:36,1,5.3,-74.004796,40.709811,-73.97883,40.756809,16.9,0
37,VTS,2012/5/1 12:31,2012/5/1 12:34,1,0.38,-73.95324,40.78273,-73.948777,40.781588,3.7,0
38,VTS,2012/5/1 12:37,2012/5/1 13:00,6,6.28,-73.984172,40.721022,-73.984193,40.77964,18.5,3.7
39,CMT,2012/5/1 12:42,2012/5/1 12:50,1,1.1,-73.957691,40.768761,-73.955272,40.779262,6.1,1.32
40,VTS,2012/5/1 12:55,2012/5/1 13:15,4,2.78,-73.996795,40.725375,-73.972193,40.758125,12.5,0
41,CMT,2012/5/1 13:48,2012/5/1 14:12,1,2.7,-73.962214,40.779104,-73.988694,40.749352,13.3,0
42,CMT,2012/5/1 13:49,2012/5/1 14:16,1,2.9,-73.955517,40.782961,-73.981799,40.74646,15.3,3.16
43,VTS,2012/5/1 13:50,2012/5/1 14:09,1,3.48,-73.968247,40.762448,-74.004922,40.730195,12.5,1
44,VTS,2012/5/1 13:51,2012/5/1 14:18,1,9.44,-73.990245,40.751285,-73.87087,40.774067,25.3,0
45,VTS,2012/5/1 14:09,2012/5/1 14:25,4,3.45,-73.95782,40.811423,-73.960827,40.773238,11.7,0
46,CMT,2012/5/1 14:12,2012/5/1 14:18,2,0.6,-73.950212,40.775447,-73.952884,40.768193,4.9,0
47,CMT,2012/5/1 14:35,2012/5/1 14:43,1,0.6,-73.982309,40.765653,-73.984553,40.759337,5.3,0
48,VTS,2012/5/1 15:28,2012/5/1 15:54,1,11.25,-73.7811,40.644992,-73.879695,40.732995,26.5,5.3
49,VTS,2012/5/1 15:37,2012/5/1 16:05,1,8.06,-74.002597,40.749262,-73.924342,40.792083,21.7,4.34
50,CMT,2012/5/1 15:57,2012/5/1 16:06,2,1.3,-73.979269,40.767033,-73.977589,40.753331,6.5,0
51,VTS,2012/5/1 16:06,2012/5/1 16:30,1,4.36,-74.007582,40.743062,-73.956562,40.762995,15.3,2
52,CMT,2012/5/1 16:37,2012/5/1 17:04,0,4.8,-73.962107,40.779337,-73.99827,40.726057,16.9,0
53,CMT,2012/5/1 16:44,2012/5/1 16:59,1,1.5,-73.983097,40.754236,-73.963573,40.755784,8.9,0
54,CMT,2012/5/1 17:14,2012/5/1 17:52,3,16.8,-73.786688,40.640472,-73.973382,40.748898,45,0
