raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,VTS,2014/9/1 0:17,2014/9/1 0:23,1,1.36,-73.994707,40.719662,-74.00675,40.705537,7,1.5
1,CMT,2014/9/1 0:48,2014/9/1 0:53,1,2,-73.946782,40.784771,-73.965488,40.758862,8,0
2,VTS,2014/9/1 0:57,2014/9/1 1:13,1,7.86,-73.954145,40.774577,-73.89936,40.853897,23,0
3,VTS,2014/9/1 1:16,2014/9/1 1:26,1,1.57,-73.987042,40.732325,-73.99009,40.714927,8.5,1.8
4,CMT,2014/9/1 2:14,2014/9/1 2:31,1,5.6,-73.952717,40.727159,-73.969511,40.673498,19.5,4.1
5,CMT,2014/9/1 3:48,2014/9/1 3:51,1,0.8,-73.981107,40.767698,-73.968269,40.762536,5,0
6,VTS,2014/9/1 7:34,2014/9/1 7:43,1,1.45,-73.99515,40.7595,-73.97086,40.75113,8,0
7,CMT,2014/9/1 7:37,2014/9/1 7:44,1,1.5,-73.991264,40.75032,-73.98311,40.760192,7.5,0.01
8,CMT,2014/9/1 7:49,2014/9/1 7:52,1,1,-73.971175,40.794365,-73.964237,40.807332,5.5,1
9,CMT,2014/9/1 8:19,2014/9/1 8:24,1,1.3,-73.978136,40.761935,-73.991878,40.749281,6,0
10,CMT,2014/9/1 9:26,2014/9/1 9:31,1,1,-73.97016,40.784295,-73.97963,40.771323,6,0
11,VTS,2014/9/1 10:09,2014/9/1 10:23,5,2.7,-73.871052,40.773807,-73.877867,40.745637,11.5,0
12,CMT,2014/9/1 10:21,2014/9/1 10:24,1,1.1,-74.00697,40.743734,-73.994654,40.752681,5,0.85
13,CMT,2014/9/1 10:30,2014/9/1 10:49,1,3.6,-73.968287,40.791642,-73.969358,40.791985,15.5,0
14,CMT,2014/9/1 11:00,2014/9/1 11:04,1,0.8,-73.970223,40.796956,-73.97827,40.786322,5,0
15,VTS,2014/9/1 12:04,2014/9/1 12:15,1,2.68,-73.975187,40.756045,-73.998883,40.723092,10.5,0
16,CMT,2014/9/1 12:30,2014/9/1 12:34,2,1.3,-73.985385,40.744405,-73.974023,40.761431,6,0
17,CMT,2014/9/1 14:03,2014/9/1 14:08,1,0.8,-73.979038,40.784974,-73.970172,40.794247,5,0
18,VTS,2014/9/1 14:08,2014/9/1 14:28,1,7.64,-73.937787,40.758187,-73.95911,40.80927,23.5,0
19,CMT,2014/9/1 14:20,2014/9/1 14:35,1,3.4,-73.97693,40.734895,-73.977752,40.766586,13.5,2
20,CMT,2014/9/1 15:02,2014/9/1 15:17,1,3.2,-74.001607,40.730699,-73.969613,40.766788,13,0
21,VTS,2014/9/1 15:17,2014/9/1 15:23,1,1.19,-73.961728,40.779942,-73.963262,40.767855,6.5,1.3
22,CMT,2014/9/1 15:33,2014/9/1 15:35,3,0.6,-73.999933,40.733034,-73.994668,40.740195,4,0.9
23,VTS,2014/9/1 15:36,2014/9/1 15:41,1,0.95,-74.004037,40.753002,-74.000052,40.762785,6.5,1.62
24,CMT,2014/9/1 15:42,2014/9/1 16:04,4,10.3,-73.86258,40.768977,-73.941324,40.851179,30,7.15
25,CMT,2014/9/1 15:46,2014/9/1 15:51,2,0.9,-73.995041,40.740114,-73.986977,40.733538,6,1.3
26,CMT,2014/9/1 15:50,2014/9/1 15:54,1,1.3,-73.966624,40.764311,-73.97884,40.747554,6,1.3
27,CMT,2014/9/1 15:57,2014/9/1 16:09,1,2,-73.990709,40.756237,-73.981307,40.741245,10,0
28,CMT,2014/9/1 16:01,2014/9/1 16:29,2,14.2,-74.005572,40.725511,-74.177915,40.689975,90,0
29,VTS,2014/9/1 16:09,2014/9/1 16:32,1,5.89,-73.9906,40.74038,-73.94936,40.80604,21.5,1.5
30,VTS,2014/9/1 16:42,2014/9/1 16:51,1,1.94,-73.955265,40.779997,-73.980265,40.782228,9,0
31,VTS,2014/9/1 17:16,2014/9/1 17:21,1,0.45,-73.98017,40.77721,-73.980698,40.78236,5,0
32,CMT,2014/9/1 17:34,2014/9/1 17:42,2,1.6,-73.994518,40.750367,-73.978225,40.766477,8,1.7
33,VTS,2014/9/1 17:40,2014/9/1 17:44,3,1.09,-73.966093,40.767757,-73.95672,40.780947,6,1.2
34,VTS,2014/9/1 18:09,2014/9/1 18:22,2,2.3,-73.981372,40.760697,-73.953388,40.764937,10.5,0
35,VTS,2014/9/1 18:10,2014/9/1 18:31,1,2.36,-73.996907,40.723877,-73.98564,40.743922,15,4.5
36,VTS,2014/9/1 18:11,2014/9/1 18:16,6,0.8,-73.96637,40.773,-73.95701,40.76258,5.5,0
