raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,CMT,2013/10/1 0:20,2013/10/1 0:33,1,3,-73.955867,40.714016,-73.909072,40.703569,12,0
1,CMT,2013/10/1 0:42,2013/10/1 0:57,1,10,-73.98434,40.765036,-73.907642,40.882152,28,8.5
2,CMT,2013/10/1 0:53,2013/10/1 1:04,1,2.6,-73.955913,40.772168,-73.987392,40.758854,11,0
3,CMT,2013/10/1 1:39,2013/10/1 1:53,1,5,-74.005728,40.745708,-73.954553,40.805903,16,0
4,CMT,2013/10/1 1:50,2013/10/1 2:15,1,13.1,-73.78185,40.644597,-73.892553,40.750901,37.5,0
5,CMT,2013/10/1 6:36,2013/10/1 6:42,1,1.2,-73.977298,40.751996,-73.982296,40.764745,6,0
6,CMT,2013/10/1 6:39,2013/10/1 6:49,1,2.3,-73.954948,40.769779,-73.981482,40.75287,10,1
7,VTS,2013/10/1 7:12,2013/10/1 7:26,1,0.32,-73.972315,40.796712,-73.9697,40.762905,13,0
8,VTS,2013/10/1 7:30,2013/10/1 7:45,1,2.56,-73.99212,40.759042,-73.963605,40.771255,12,0
9,CMT,2013/10/1 7:51,2013/10/1 7:56,1,0.8,-73.962183,40.767863,-73.970213,40.759533,5,0
10,CMT,2013/10/1 8:00,2013/10/1 8:15,2,1.7,-73.966961,40.766702,-73.953252,40.78831,11,0
11,CMT,2013/10/1 8:17,2013/10/1 8:38,2,2.1,-73.958934,40.783744,-73.959961,40.761257,13.5,0
12,VTS,2013/10/1 8:35,2013/10/1 8:47,1,0.68,-73.989122,40.757967,-73.980647,40.75972,8.5,2.12
13,VTS,2013/10/1 8:48,2013/10/1 8:56,6,0.77,-73.993777,40.751637,-73.984072,40.755482,6.5,1.3
14,VTS,2013/10/1 8:50,2013/10/1 9:03,2,2,-73.988432,40.764515,-74.008225,40.745465,10.5,2.1
15,VTS,2013/10/1 8:51,2013/10/1 8:56,6,0.96,-73.980853,40.744962,-73.991562,40.738867,5.5,1
16,CMT,2013/10/1 8:53,2013/10/1 9:06,1,0.9,-73.999398,40.739213,-73.986378,40.731214,9,0
17,CMT,2013/10/1 9:13,2013/10/1 9:18,1,1,-73.993118,40.74773,-73.992914,40.737099,5.5,0
18,VTS,2013/10/1 9:19,2013/10/1 9:36,5,5.68,-73.973368,40.748317,-73.9868,40.701417,19,3.8
