raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,CMT,2014/12/1 0:43,2014/12/1 0:47,1,1,-73.989722,40.729715,-73.990892,40.739977,5.5,0
1,CMT,2014/12/1 0:46,2014/12/1 0:50,2,0.9,-73.990631,40.755905,-73.982412,40.764905,5.5,1.3
2,VTS,2014/12/1 2:15,2014/12/1 2:17,1,0.32,-73.97601,40.74887,-73.9794,40.747,3.5,0.8
3,CMT,2014/12/1 2:24,2014/12/1 2:26,1,0.4,-73.948314,40.72464,-73.941399,40.725918,3,0
4,VTS,2014/12/1 6:04,2014/12/1 6:47,1,15.03,-73.776702,40.645372,-73.925657,40.767437,44.5,6
5,VTS,2014/12/1 6:19,2014/12/1 6:24,1,0.83,-73.97666,40.747857,-73.979792,40.754085,5.5,1
6,VTS,2014/12/1 6:25,2014/12/1 6:36,3,2.59,-73.98288,40.73517,-73.98754,40.75048,10.5,2.1
7,VTS,2014/12/1 6:46,2014/12/1 6:57,1,3.56,-74.015695,40.709962,-73.995232,40.749735,12.5,2.5
8,VTS,2014/12/1 7:18,2014/12/1 7:33,5,2.48,-73.98129,40.725175,-73.995712,40.749057,11.5,2.3
9,VTS,2014/12/1 7:20,2014/12/1 7:38,1,5.31,-74.00819,40.705475,-73.969665,40.756172,18,3.6
10,CMT,2014/12/1 7:44,2014/12/1 7:58,1,2.5,-73.9779,40.773577,-73.996677,40.747628,11,2.3
11,VTS,2014/12/1 7:48,2014/12/1 8:33,6,16.56,-73.86514,40.77043,-74.01333,40.71519,50,13.83
12,CMT,2014/12/1 7:55,2014/12/1 8:08,1,2.5,-73.965345,40.765875,-73.989008,40.736806,10.5,2.2
13,CMT,2014/12/1 8:13,2014/12/1 8:22,1,0.8,-73.991449,40.749843,-73.983539,40.744487,7.5,1.6
14,CMT,2014/12/1 8:23,2014/12/1 8:39,1,1.3,-73.980949,40.742044,-73.978257,40.745666,11,0
15,CMT,2014/12/1 8:39,2014/12/1 8:46,1,1.6,-73.999419,40.734151,-74.010758,40.713576,8,1
16,VTS,2014/12/1 8:40,2014/12/1 9:41,5,10.12,-73.8635,40.770007,-73.980772,40.755792,42,9.47
17,VTS,2014/12/1 9:27,2014/12/1 9:39,5,1.96,-73.97407,40.756882,-73.97407,40.756882,10.5,0
18,CMT,2014/12/1 9:30,2014/12/1 9:40,2,1.1,-73.997754,40.736043,-73.984025,40.743495,8,1.7
19,VTS,2014/12/1 9:32,2014/12/1 9:51,2,2.42,-73.99136,40.74997,-73.97103,40.75128,13,0
20,VTS,2014/12/1 9:38,2014/12/1 10:07,1,1.29,-73.96742,40.75637,-73.97447,40.74191,17.5,0
21,VTS,2014/12/1 9:38,2014/12/1 9:45,1,0.61,-73.986945,40.739132,-73.996062,40.742597,6,1
22,VTS,2014/12/1 9:41,2014/12/1 9:46,5,0.76,-73.964098,40.770535,-73.957182,40.779915,5.5,0
23,CMT,2014/12/1 9:57,2014/12/1 10:13,1,2,-73.966807,40.769913,-73.974746,40.790443,12.5,0
24,VTS,2014/12/1 10:09,2014/12/1 10:33,5,3.49,-73.977845,40.75188,-74.010165,40.720642,17,3.4
25,VTS,2014/12/1 10:25,2014/12/1 10:33,2,0.83,-73.963712,40.771102,-73.955775,40.764267,7,1
26,VTS,2014/12/1 10:35,2014/12/1 10:44,1,0.56,-73.990785,40.756275,-73.984407,40.761497,7,0
27,VTS,2014/12/1 10:58,2014/12/1 11:06,1,0.66,-73.974868,40.75603,-73.977003,40.762457,6.5,1.3
28,CMT,2014/12/1 11:55,2014/12/1 12:16,1,2.4,-73.988165,40.749962,-73.968906,40.767494,14,0
