raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,1,2015/4/1 1:06,2015/4/1 1:09,1,0.8,-73.97381592,40.74827576,-73.9746933,40.75741577,4.5,0
1,2,2015/4/1 2:09,2015/4/1 2:26,1,6.01,-73.96743774,40.76321793,-73.90688324,40.81693268,20,3
2,2,2015/4/1 2:53,2015/4/1 3:23,1,7.22,-73.99515533,40.74984741,-73.9827652,40.6655159,26,1
3,1,2015/4/1 5:53,2015/4/1 6:04,1,2.5,-73.99079132,40.75584793,-73.95830536,40.76449966,10.5,0
4,1,2015/4/1 6:11,2015/4/1 6:16,1,1,-73.98303223,40.7502861,-73.97457123,40.75993729,5.5,1.25
5,2,2015/4/1 6:40,2015/4/1 6:51,5,2.62,-73.99120331,40.71964264,-73.97698975,40.75204468,10.5,1
6,2,2015/4/1 6:41,2015/4/1 6:44,5,0.58,-73.97454834,40.75524139,-73.97311401,40.76271057,4.5,0
7,1,2015/4/1 6:53,2015/4/1 7:00,1,0.7,-73.98054504,40.74241257,-73.98900604,40.74814224,6,0
8,2,2015/4/1 7:02,2015/4/1 7:12,1,2.3,-73.97670746,40.77989197,-73.95413971,40.76624298,10.5,3.39
9,1,2015/4/1 7:17,2015/4/1 7:25,3,1.1,-73.94607544,40.77536011,-73.95613861,40.78457642,7,1.56
10,2,2015/4/1 8:07,2015/4/1 8:10,3,0.56,-73.95857239,40.77249146,-73.9589386,40.77833939,4,0
11,1,2015/4/1 8:13,2015/4/1 8:18,1,1.1,-73.97233582,40.78647614,-73.97809601,40.77337646,6,1.36
12,1,2015/4/1 8:14,2015/4/1 8:34,1,5.9,-74.01705933,40.70566177,-73.97612,40.75124359,19.5,2
13,2,2015/4/1 8:52,2015/4/1 8:57,1,0.67,-73.98110199,40.74736786,-73.97602081,40.75422287,5,1.5
14,2,2015/4/1 8:56,2015/4/1 9:08,1,1.5,-74.00667572,40.73135376,-73.99807739,40.71959305,9,1.96
15,1,2015/4/1 8:56,2015/4/1 9:44,1,12.8,-73.86289215,40.76889801,-74.00712585,40.70487213,40.5,5
16,2,2015/4/1 9:33,2015/4/1 9:46,5,2.14,-73.99105835,40.74591064,-73.99504852,40.72488022,10,0
17,2,2015/4/1 9:36,2015/4/1 9:53,1,2.59,-74.00834656,40.7356987,-74.01382446,40.70227051,13.5,0
18,1,2015/4/1 9:37,2015/4/1 9:56,1,5.8,-73.97290802,40.75623322,-74.01153564,40.7031517,20.5,5.3
19,1,2015/4/1 9:38,2015/4/1 9:52,1,1.7,-73.98951721,40.76790619,-73.97941589,40.75308228,10.5,2.82
20,1,2015/4/1 9:38,2015/4/1 9:43,1,1.5,-73.94778442,40.77051544,-73.9655838,40.75608444,6.5,1
21,1,2015/4/1 10:02,2015/4/1 10:32,1,8.2,-74.01444244,40.7030983,-73.96769714,40.77003479,28.5,5
22,2,2015/4/1 10:05,2015/4/1 10:15,5,0.83,-73.99237061,40.74934006,-74.00118256,40.75634003,8,2.2
23,1,2015/4/1 10:06,2015/4/1 10:29,2,2.6,-73.99119568,40.72796631,-73.99259186,40.7555542,15.5,4.85
24,2,2015/4/1 10:34,2015/4/1 10:48,1,0.85,-73.99031067,40.75626373,-73.97846985,40.7551384,10,2.16
25,2,2015/4/1 10:34,2015/4/1 10:49,1,1.36,-73.96505737,40.76413345,-73.98352051,40.76187134,10.5,1.3
26,1,2015/4/1 11:05,2015/4/1 11:31,1,2.9,-73.9745636,40.79104996,-73.96913147,40.75829315,17,3
27,1,2015/4/1 11:08,2015/4/1 11:16,1,0.6,-73.97024536,40.76816559,-73.97631073,40.76290894,7,1.55
28,2,2015/4/1 11:18,2015/4/1 11:37,5,2.13,-74.00498199,40.74142838,-74.00385284,40.71373367,13,2
29,1,2015/4/1 11:46,2015/4/1 11:54,1,0.9,-73.98184204,40.73278046,-73.99411011,40.72861481,6.5,1.45
30,2,2015/4/1 11:46,2015/4/1 12:20,6,10.31,-73.96868134,40.76425934,-73.87264252,40.7743187,34,10.08
31,1,2015/4/1 11:51,2015/4/1 12:16,1,1.2,-73.96078491,40.76555634,-73.97442627,40.75579453,15,2
32,1,2015/4/1 11:57,2015/4/1 12:27,2,3.8,-73.96231842,40.77036667,-74.00502014,40.74129868,20,3.12
33,1,2015/4/1 12:06,2015/4/1 12:09,1,0.5,-73.96840668,40.75093079,-73.96353912,40.75776291,4,0
34,1,2015/4/1 12:17,2015/4/1 13:02,1,3,-73.98825836,40.71641922,-73.99776459,40.75627136,17.5,0
35,2,2015/4/1 12:30,2015/4/1 12:46,1,0.96,-73.98477173,40.7688942,-73.96884155,40.76150513,10.5,0
36,2,2015/4/1 12:57,2015/4/1 13:14,5,2.29,-73.97657776,40.75003052,-73.95465088,40.77782822,12.5,2.66
37,1,2015/4/1 13:06,2015/4/1 13:41,1,19.9,-73.98722839,40.75965118,-74.17733002,40.69085312,71,5
38,2,2015/4/1 13:31,2015/4/1 14:03,1,3.96,-73.96727753,40.7730217,-74.00137329,40.74028015,21.5,4.46
39,2,2015/4/1 13:40,2015/4/1 14:08,1,6.46,-73.97077179,40.7585907,-74.01062775,40.7111702,24.5,0
40,2,2015/4/1 13:53,2015/4/1 14:22,2,7.82,-74.01095581,40.71285629,-73.9575882,40.76870346,28,5.76
41,1,2015/4/1 14:11,2015/4/1 14:18,1,1,-74.00422668,40.74177933,-74.0049057,40.73012543,6.5,0
42,1,2015/4/1 14:23,2015/4/1 14:51,1,4.4,-74.00740051,40.7130127,-73.9781189,40.74525833,21,0
43,1,2015/4/1 14:23,2015/4/1 14:37,1,2.5,-73.98989868,40.75628662,-73.97380829,40.78944778,11.5,0
44,1,2015/4/1 14:33,2015/4/1 14:36,1,0.8,-73.95243835,40.77255249,-73.9562912,40.77989578,4.5,0
45,2,2015/4/1 14:46,2015/4/1 14:49,2,0.51,-73.97913361,40.77244186,-73.98303223,40.77720642,4.5,1.06
46,1,2015/4/1 14:50,2015/4/1 14:58,1,0.7,-73.97917938,40.75356293,-73.97138977,40.76028442,7,1.55
47,1,2015/4/1 15:11,2015/4/1 15:32,1,1.6,-73.98944855,40.75431824,-73.9771347,40.75958252,13.5,3.57
48,1,2015/4/1 16:00,2015/4/1 16:53,1,15,-73.7820282,40.64468765,-73.9908371,40.68696213,49,10.16
49,1,2015/4/1 16:27,2015/4/1 16:32,1,1.1,-73.98857117,40.7779007,-73.98240662,40.76830292,6,0
50,2,2015/4/1 17:23,2015/4/1 17:36,1,2.07,-73.95010376,40.77199173,-73.97328949,40.75537109,10.5,0
51,2,2015/4/1 17:38,2015/4/1 17:50,1,1.54,-73.97525787,40.76568985,-73.95762634,40.76942062,9,0
52,2,2015/4/1 17:39,2015/4/1 17:49,2,1.08,-73.99337006,40.75874329,-73.99490356,40.76914597,8,1
53,1,2015/4/1 18:18,2015/4/1 18:31,1,1.1,-73.9730835,40.76400375,-73.9657135,40.75431442,9.5,0
54,2,2015/4/1 18:41,2015/4/1 18:49,1,0.91,-73.98664093,40.73989868,-73.97834778,40.75101852,7,1.76
55,2,2015/4/1 18:43,2015/4/1 18:50,1,1.12,-73.96443176,40.75505829,-73.95428467,40.76586914,7,0
56,1,2015/4/1 18:53,2015/4/1 19:05,2,1.4,-74.00976563,40.70490646,-74.00460815,40.72397995,9,2.15
57,2,2015/4/1 19:11,2015/4/1 19:29,1,8.01,-73.87442017,40.7740097,-73.97605133,40.74800873,23.5,9.25
58,2,2015/4/1 19:29,2015/4/1 19:44,1,2.32,-73.98108673,40.74306107,-74.00574493,40.72577667,11.5,2
59,1,2015/4/1 19:40,2015/4/1 20:03,2,2.1,-73.95000458,40.78712845,-73.98041534,40.78538895,15,3.35
60,1,2015/4/1 19:44,2015/4/1 19:52,1,1.7,-73.97168732,40.75786209,-73.98535156,40.73588562,8,1
61,1,2015/4/1 19:54,2015/4/1 20:18,1,4.2,-73.95384216,40.74327469,-73.88444519,40.75046539,18,3.96
62,1,2015/4/1 19:54,2015/4/1 20:04,1,1.3,-73.96741486,40.75844574,-73.95427704,40.76961136,8,1.85
63,1,2015/4/1 20:02,2015/4/1 20:08,1,0.9,-73.95597076,40.78205872,-73.95679474,40.77101898,6.5,0
64,1,2015/4/1 20:02,2015/4/1 20:17,1,2.2,-74.00030518,40.73781586,-73.99022675,40.71411133,11.5,0
65,1,2015/4/1 20:09,2015/4/1 20:22,1,1.5,-73.97877502,40.76511383,-73.97151184,40.7506485,10,1.5
