raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,VTS,2011/6/1 0:12,2011/6/1 0:25,1,3.24,-73.987843,40.724105,-73.992985,40.75781,10.5,0
1,VTS,2011/6/1 0:22,2011/6/1 0:28,2,1.28,-73.975283,40.764357,-73.989662,40.75591,5.3,0.5
2,CMT,2011/6/1 0:39,2011/6/1 0:57,1,6.9,-73.997312,40.736602,-73.916841,40.773283,17.3,3.66
3,CMT,2011/6/1 0:48,2011/6/1 1:13,1,16.3,-73.789183,40.641823,-73.927849,40.701876,36.5,0
4,VTS,2011/6/1 1:26,2011/6/1 1:32,1,0.61,-74.003075,40.722048,-74.005587,40.725658,4.9,0
5,CMT,2011/6/1 1:35,2011/6/1 1:39,2,1,-74.005953,40.739993,-74.004422,40.730727,4.5,1
6,VTS,2011/6/1 5:52,2011/6/1 5:55,1,0.59,-73.971368,40.786252,-73.97369,40.791885,3.7,1
7,VTS,2011/6/1 6:51,2011/6/1 6:59,1,1.88,-73.948433,40.782458,-73.938043,40.804718,6.9,1
8,VTS,2011/6/1 6:52,2011/6/1 7:04,1,3.38,-73.995693,40.724357,-73.987453,40.756363,10.1,2
9,VTS,2011/6/1 6:57,2011/6/1 7:24,5,8.56,-73.994812,40.718302,-73.948813,40.803038,23.7,0
10,CMT,2011/6/1 7:15,2011/6/1 7:19,1,1.2,-73.991486,40.749959,-73.988583,40.737285,4.9,0
11,CMT,2011/6/1 7:20,2011/6/1 8:05,3,20.1,-73.782088,40.644837,-73.969841,40.750578,45,0
12,CMT,2011/6/1 8:29,2011/6/1 9:03,2,7.3,-73.9934,40.752408,-74.011481,40.71042,23.3,0
13,CMT,2011/6/1 8:36,2011/6/1 8:51,2,1.9,-74.002988,40.739058,-73.982218,40.757525,9.3,2.45
14,CMT,2011/6/1 8:59,2011/6/1 9:13,1,5.9,-73.853632,40.726824,-73.796046,40.667781,15.7,3.24
15,VTS,2011/6/1 9:15,2011/6/1 9:32,5,4.32,-73.978523,40.741132,-74.011428,40.702475,13.7,1.5
16,CMT,2011/6/1 9:17,2011/6/1 9:26,1,1.7,-73.976312,40.739672,-73.960978,40.760917,7.3,1.56
17,CMT,2011/6/1 9:38,2011/6/1 9:58,1,2.8,-73.947596,40.775353,-73.979342,40.755735,12.1,0
18,CMT,2011/6/1 9:55,2011/6/1 9:57,1,0.5,-73.987657,40.770291,-73.98741,40.775981,3.7,0
19,VTS,2011/6/1 10:26,2011/6/1 10:40,2,1.67,-73.989835,40.750467,-73.984135,40.769715,8.9,0
20,VTS,2011/6/1 10:35,2011/6/1 10:52,1,2.3,-73.99521,40.717677,-73.981025,40.747842,10.5,2
21,VTS,2011/6/1 10:36,2011/6/1 10:48,2,1.45,-73.965683,40.752708,-73.983668,40.74887,7.3,3
