raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,CMT,2014/1/1 0:03,2014/1/1 0:07,1,0.9,-73.969374,40.785474,-73.956822,40.778329,5,1.8
1,VTS,2014/1/1 0:18,2014/1/1 0:36,1,1.95,-73.988567,40.76417,-73.99511,40.750112,13,3.38
2,VTS,2014/1/1 0:19,2014/1/1 0:30,2,3.1,-73.984497,40.769657,-73.954087,40.787397,11.5,0
3,CMT,2014/1/1 0:31,2014/1/1 0:41,2,1.8,-73.972619,40.793302,-73.949321,40.784288,8.5,0
4,CMT,2014/1/1 0:44,2014/1/1 1:07,1,1.8,-73.941021,40.792716,-73.98287,40.73983,2.5,0
5,CMT,2014/1/1 0:45,2014/1/1 1:03,3,5.3,-73.942424,40.66409,-73.993397,40.71883,18.5,0
6,CMT,2014/1/1 0:52,2014/1/1 1:01,1,3.3,-73.974308,40.751582,-73.942997,40.794027,11,0.1
7,CMT,2014/1/1 1:14,2014/1/1 1:45,1,6.4,-74.010751,40.717296,-73.963407,40.754692,25.5,5.3
8,CMT,2014/1/1 1:18,2014/1/1 1:29,2,2.6,-73.990658,40.734887,-73.997593,40.761042,10.5,0
9,VTS,2014/1/1 1:22,2014/1/1 1:24,1,0.63,-73.98348,40.672707,-73.989627,40.66527,4,0
10,VTS,2014/1/1 1:47,2014/1/1 1:51,3,0.73,-73.993792,40.757297,-74.000008,40.748227,5,1.65
11,CMT,2014/1/1 2:01,2014/1/1 2:11,2,1.6,-73.991691,40.748932,-73.987398,40.732724,8.5,0
12,CMT,2014/1/1 2:01,2014/1/1 2:26,2,5.3,-73.956432,40.767271,-73.964114,40.760894,15.5,0
13,VTS,2014/1/1 2:15,2014/1/1 2:35,6,5.73,-73.998535,40.728177,-73.949455,40.770005,20.5,0
14,CMT,2014/1/1 2:44,2014/1/1 2:59,1,3.2,-74.016076,40.705004,-73.984947,40.720385,14,2
15,VTS,2014/1/1 2:54,2014/1/1 3:00,1,1.09,-73.972117,40.794035,-73.966877,40.807457,6.5,0
16,CMT,2014/1/1 2:54,2014/1/1 3:15,1,5.2,-73.998791,40.717273,-73.979081,40.777564,19,4
17,CMT,2014/1/1 2:54,2014/1/1 3:01,1,2,-73.992824,40.689846,-73.959616,40.676674,8.5,0
18,VTS,2014/1/1 2:59,2014/1/1 3:10,1,2.8,-73.953802,40.779205,-73.960567,40.806592,11,3.45
19,CMT,2014/1/1 3:47,2014/1/1 3:53,3,1,-73.986142,40.718022,-73.980634,40.730084,6,1.4
20,VTS,2014/1/1 4:10,2014/1/1 4:12,1,0.35,-73.96246,40.760582,-73.96269,40.763367,3.5,1
21,VTS,2014/1/1 4:31,2014/1/1 5:00,1,12.9,-73.99883,40.7609,-73.90461,40.81525,38,0
22,CMT,2014/1/1 4:47,2014/1/1 4:57,1,1.6,-73.968034,40.787275,-73.94925,40.780082,8,0
23,CMT,2014/1/1 4:55,2014/1/1 4:57,2,0.6,-73.971599,40.794719,-73.966794,40.802816,4,0
24,VTS,2014/1/1 5:03,2014/1/1 5:13,3,2.89,-73.99496,40.750125,-73.957287,40.801852,11.5,2
25,VTS,2014/1/1 5:31,2014/1/1 5:45,1,5.52,-73.954045,40.816585,-73.945817,40.773747,17.5,0
26,VTS,2014/1/1 6:08,2014/1/1 6:16,6,1.43,-74.008195,40.738172,-73.984545,40.730387,7.5,0
27,CMT,2014/1/1 7:22,2014/1/1 7:26,3,1.7,-73.997381,40.7377,-73.997691,40.756774,7.5,0
28,CMT,2014/1/1 9:29,2014/1/1 9:47,1,6.1,-73.978682,40.764832,-74.016642,40.704746,20.5,0
29,VTS,2014/1/1 9:37,2014/1/1 9:59,1,10.46,-73.975955,40.766267,-73.872712,40.774467,31.5,0
30,CMT,2014/1/1 9:56,2014/1/1 9:58,1,0.5,-73.995142,40.734153,-73.986943,40.729606,4,0
31,VTS,2014/1/1 11:42,2014/1/1 12:03,1,10.24,-73.97533,40.782237,-73.992538,40.689387,30.5,7.62
32,VTS,2014/1/1 12:09,2014/1/1 12:15,2,1.13,-73.975048,40.7523,-73.990122,40.751817,6.5,0
33,VTS,2014/1/1 12:16,2014/1/1 12:32,1,6.61,-74.016025,40.715057,-73.987083,40.749557,21,0
34,CMT,2014/1/1 12:27,2014/1/1 12:33,1,1.3,-73.993546,40.745547,-73.987092,40.755831,6.5,0
35,CMT,2014/1/1 12:51,2014/1/1 13:06,3,3.8,-73.968375,40.766661,-74.000742,40.723482,14.5,3.75
36,CMT,2014/1/1 12:53,2014/1/1 12:56,1,0.9,-73.974386,40.793761,-73.974015,40.784103,5,0
37,CMT,2014/1/1 12:56,2014/1/1 13:02,1,1.5,-73.971135,40.782765,-73.956852,40.802306,7.5,0
38,CMT,2014/1/1 12:57,2014/1/1 13:06,1,3.3,-73.925992,40.744213,-73.974781,40.751768,12,0
39,CMT,2014/1/1 13:22,2014/1/1 13:37,2,2.5,-73.950205,40.775778,-73.97866,40.755955,12,2.5
40,VTS,2014/1/1 14:04,2014/1/1 14:15,1,2.78,-74.000038,40.718902,-73.987942,40.749505,11,2.2
41,VTS,2014/1/1 14:45,2014/1/1 14:53,5,1.6,-73.994332,40.750832,-73.991815,40.766282,8,0
42,CMT,2014/1/1 15:04,2014/1/1 15:09,1,0.7,-73.990353,40.739423,-73.979293,40.737012,5.5,1.2
43,CMT,2014/1/1 15:12,2014/1/1 15:16,1,0.8,-73.99972,40.745932,-73.997121,40.737567,5,0
