raw_ind,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount
0,2,2015/5/1 0:18,2015/5/1 0:22,5,1.12,-73.96942139,40.75751877,-73.96492004,40.77072144,5.5,1.36
1,2,2015/5/1 0:25,2015/5/1 0:38,1,2.33,-73.98332214,40.72598648,-74.01039886,40.70934296,10.5,2.36
2,1,2015/5/1 0:25,2015/5/1 0:43,1,2.8,-73.99935913,40.73005676,-73.97754669,40.76394653,14,4.55
3,2,2015/5/1 0:27,2015/5/1 0:34,1,1.64,-73.98890686,40.74784851,-74.00605011,40.74520111,7.5,1
4,2,2015/5/1 0:33,2015/5/1 0:48,1,4.24,-73.98420715,40.75460815,-73.94461823,40.72560883,15,0
5,1,2015/5/1 1:20,2015/5/1 1:24,1,0.9,-73.99495697,40.75296021,-73.9989624,40.76131439,5,2
6,1,2015/5/1 1:20,2015/5/1 1:26,1,1.5,-73.98548126,40.76855469,-73.97830963,40.78599548,7,0
7,2,2015/5/1 1:33,2015/5/1 1:43,1,1.52,-74.00354767,40.73753357,-73.97933197,40.72758102,8.5,1.96
8,2,2015/5/1 1:41,2015/5/1 1:53,1,2.17,-74.0031662,40.73357773,-74.00642395,40.70829773,9.5,0
9,2,2015/5/1 2:05,2015/5/1 2:10,1,0.9,-73.99354553,40.73947525,-73.98890686,40.73094559,5.5,1.36
10,2,2015/5/1 2:19,2015/5/1 2:39,1,10.81,-74.00843048,40.73691177,-73.92294312,40.86809158,30.5,5
11,1,2015/5/1 6:31,2015/5/1 6:40,1,2.4,-73.99517059,40.7339325,-73.97703552,40.75521088,10,2.15
12,2,2015/5/1 6:37,2015/5/1 6:46,1,1.9,-73.97002411,40.75983429,-73.99333191,40.7545433,8.5,0
13,2,2015/5/1 6:45,2015/5/1 6:52,5,1.98,-73.97133636,40.79781342,-73.98831177,40.7743721,8.5,1.86
14,2,2015/5/1 6:45,2015/5/1 7:02,2,4.79,-73.95929718,40.81453323,-73.96891785,40.759552,16.5,1
15,2,2015/5/1 6:53,2015/5/1 7:10,1,2.95,-73.99423218,40.75061417,-73.95928192,40.76317596,13.5,2.86
16,1,2015/5/1 7:17,2015/5/1 7:34,1,3.4,-74.00350952,40.72688675,-73.96990204,40.76032257,14.5,0
17,2,2015/5/1 7:19,2015/5/1 7:45,1,4.11,-73.95027924,40.78622818,-73.99143219,40.74916077,18.5,3.86
18,1,2015/5/1 7:22,2015/5/1 7:32,2,3.7,-73.9469986,40.77168655,-73.9852829,40.73354721,12,2.55
